flightnumber,DepartureIATA,ArrivalIATA,AirlineIATA,flightdate
KE145202,BSB,CWL,KE,2023-08-13
JT008139,OSL,SDQ,JT,2023-08-14
CA895626,ARN,BSL,CA,2023-08-14
B6490812,ZRH,ICN,B6,2023-08-14
KM026742,ZRH,BRS,KM,2023-08-14
G3954467,LEJ,BER,G3,2023-08-14
IB213121,VIE,OSL,IB,2023-08-14
MS959164,MRS,CGN,MS,2023-08-14
DT538725,LIM,BUD,DT,2023-08-14
CZ181216,SYD,CGN,CZ,2023-08-14
ME354216,BER,LPL,ME,2023-08-14
AV296666,PUJ,HAN,AV,2023-08-14
JA189446,DUS,LIS,JA,2023-08-14
J2641183,CHC,HKG,J2,2023-08-14
FZ614110,LHR,CGN,FZ,2023-08-14
TU937292,MBJ,SIN,TU,2023-08-14
LA787907,PTY,GRU,LA,2023-08-14
UK997994,VIE,MBJ,UK,2023-08-14
VA510641,LHR,GUA,VA,2023-08-14
MK669273,FRA,LIM,MK,2023-08-14
QR576751,EDI,DUS,QR,2023-08-15
TR959467,GRU,DUS,TR,2023-08-15
J2317588,STR,BOM,J2,2023-08-15
TS827641,ORD,FCO,TS,2023-08-15
WY129428,NAS,LYS,WY,2023-08-15
F9408982,MUC,DEN,F9,2023-08-15
DL577390,PRG,PTY,DL,2023-08-15
JU286993,CGN,HAN,JU,2023-08-15
AH754781,LPL,MXP,AH,2023-08-15
AD520041,LEJ,BRS,AD,2023-08-15
BT345512,PEK,GVA,BT,2023-08-15
AM089307,LYS,BOG,AM,2023-08-15
MU094419,JNB,BKK,MU,2023-08-15
EK631516,CHC,NAS,EK,2023-08-15
DT928948,BUD,BFS,DT,2023-08-15
SG752989,WAW,LEJ,SG,2023-08-15
TU690674,CHC,DOH,TU,2023-08-15
H2362272,BCN,DUB,H2,2023-08-15
IB044884,ICN,ARN,IB,2023-08-15
WN351472,ZRH,BSB,WN,2023-08-15
TS386580,GUA,SJO,TS,2023-08-15
EI469014,CGN,CHC,EI,2023-08-15
CZ548325,HAJ,BHX,CZ,2023-08-16
TP790046,LYS,ICN,TP,2023-08-16
CA797202,DEN,HAM,CA,2023-08-16
KU960055,ZRH,HEL,KU,2023-08-16
EW232501,ATL,NAS,EW,2023-08-16
EI991789,MBJ,DUS,EI,2023-08-16
VS041184,WAW,IST,VS,2023-08-16
SG453618,LYS,DEL,SG,2023-08-16
TR081707,HND,ICN,TR,2023-08-16
DL649903,CHC,BKK,DL,2023-08-16
VY241844,STR,CAI,VY,2023-08-16
SV857972,BER,PTY,SV,2023-08-16
VN210537,ICN,DEN,VN,2023-08-16
JT878431,DOH,NCL,JT,2023-08-16
G3519361,GRU,DEN,G3,2023-08-17
KU256868,MBJ,ZRH,KU,2023-08-17
GF652743,WAW,FCO,GF,2023-08-17
VY596854,ZRH,ICN,VY,2023-08-17
OZ296304,PTY,IST,OZ,2023-08-17
LX518421,HAM,CPH,LX,2023-08-17
ET043926,HAM,SCL,ET,2023-08-17
BT804789,SDQ,BRS,BT,2023-08-17
HX562872,SIN,BKK,HX,2023-08-17
KU815791,KEF,PUJ,KU,2023-08-17
UK680365,BHX,IST,UK,2023-08-17
TS402404,GRU,CGN,TS,2023-08-17
MK735475,BSL,CWL,MK,2023-08-17
MH834431,NCE,BSL,MH,2023-08-17
GF230628,GIG,PRG,GF,2023-08-17
HY890925,MNL,BOD,HY,2023-08-17
RJ736978,SJO,SAL,RJ,2023-08-17
JL510927,SIN,BHX,JL,2023-08-17
WY181703,DEN,KIN,WY,2023-08-18
KE320162,NUE,LHR,KE,2023-08-18
LX342696,BKK,NBO,LX,2023-08-18
HY827520,WLG,NTE,HY,2023-08-18
FI066539,DUS,SJO,FI,2023-08-18
W6203770,IST,MEL,W6,2023-08-18
LX869756,ZRH,DFW,LX,2023-08-18
ME426794,CWL,GLA,ME,2023-08-18
SA530685,MAN,BRU,SA,2023-08-18
WS329721,BOG,ATL,WS,2023-08-18
UK010816,KIN,DFW,UK,2023-08-18
H2349051,HKG,SGN,H2,2023-08-18
BA380661,STR,ARN,BA,2023-08-18
G3867117,CDG,NCE,G3,2023-08-18
HY217070,BOM,BRS,HY,2023-08-18
CZ703527,BER,HAM,CZ,2023-08-18
BA923913,CGK,BRU,BA,2023-08-18
MU884948,HAV,BRS,MU,2023-08-18
WS215634,NUE,HAN,WS,2023-08-18
QR964272,CGK,MBJ,QR,2023-08-18
AV079161,PUJ,HAM,AV,2023-08-18
AI545741,CDG,ARN,AI,2023-08-19
KL859854,NTE,PTY,KL,2023-08-19
SA626876,GIG,MUC,SA,2023-08-19
OZ992199,WLG,CWL,OZ,2023-08-19
OZ250754,HAV,ORD,OZ,2023-08-19
HX984450,BKK,VIE,HX,2023-08-19
SG097882,BCN,SIN,SG,2023-08-19
OB353656,FRA,MAN,OB,2023-08-19
VN634686,JNB,HAV,VN,2023-08-19
CZ160230,ORD,JNB,CZ,2023-08-19
6E340911,CHC,CGN,6E,2023-08-19
WY471852,BSB,AKL,WY,2023-08-19
W6302203,HAM,ATH,W6,2023-08-19
WY317656,CDG,PRG,WY,2023-08-19
MU065483,BCN,BOD,MU,2023-08-19
SK487629,CPH,DXB,SK,2023-08-19
AA585594,DEL,ZRH,AA,2023-08-19
UK417251,ARN,LIM,UK,2023-08-19
NZ528725,BUD,IST,NZ,2023-08-19
RO337043,HAN,LAX,RO,2023-08-19
VY035375,SIN,LPL,VY,2023-08-20
AF106799,KEF,LAX,AF,2023-08-20
EK532127,BOG,NCE,EK,2023-08-20
U2894219,BCN,WLG,U2,2023-08-20
PX588401,CDG,SJO,PX,2023-08-20
AF320817,MXP,MAD,AF,2023-08-20
VA712504,HAN,DFW,VA,2023-08-20
HU876318,HAV,NBO,HU,2023-08-20
PX067583,BUD,MBJ,PX,2023-08-20
MK936739,SGN,BRU,MK,2023-08-20
OS337019,LIM,AMS,OS,2023-08-20
UL027188,MUC,CGN,UL,2023-08-20
UK964367,MEX,CPT,UK,2023-08-20
AR105565,CPH,SCL,AR,2023-08-20
MS612948,MRS,GRU,MS,2023-08-20
AA403708,LEJ,LIM,AA,2023-08-20
UL812946,MEX,SAL,UL,2023-08-20
FJ411824,FRA,POS,FJ,2023-08-20
IB036724,LIM,MUC,IB,2023-08-20
QR596049,DFW,WAW,QR,2023-08-20
KM780334,MEX,WLG,KM,2023-08-20
AM708760,BSB,SJO,AM,2023-08-21
ME376874,WAW,FCO,ME,2023-08-21
JA181360,WLG,DEN,JA,2023-08-21
PX061579,PUJ,SAL,PX,2023-08-21
CX236697,LYS,KIN,CX,2023-08-21
VS209220,SGN,HAV,VS,2023-08-21
GF667985,DEN,GVA,GF,2023-08-21
SK250008,BKK,CWL,SK,2023-08-21
AF475533,ATH,GLA,AF,2023-08-21
NK637495,ATL,MAN,NK,2023-08-21
VB353014,NBO,DUS,VB,2023-08-21
U2581025,HKG,CGN,U2,2023-08-21
PX787204,BCN,LEJ,PX,2023-08-21
EK434096,DUS,BOG,EK,2023-08-21
TS423350,BKK,OSL,TS,2023-08-21
HU222748,IST,BRU,HU,2023-08-21
KE361662,DEL,DEN,KE,2023-08-21
CZ656574,CGN,GVA,CZ,2023-08-21
TS212050,ZRH,BRS,TS,2023-08-21
EI114444,ICN,AKL,EI,2023-08-21
HX378273,YYZ,HND,HX,2023-08-21
JU857833,CDG,POS,JU,2023-08-22
CA032876,WAW,ZRH,CA,2023-08-22
KL157997,NUE,PUJ,KL,2023-08-22
W6833366,GIG,EZE,W6,2023-08-22
TU165322,SGN,OSL,TU,2023-08-22
BA469646,ZRH,PEK,BA,2023-08-22
SV720606,EZE,JNB,SV,2023-08-22
GF567913,FCO,KEF,GF,2023-08-22
HY181205,DUS,HKG,HY,2023-08-22
ME040398,DEL,KEF,ME,2023-08-22
PC305811,HAM,GLA,PC,2023-08-22
SV657305,BOD,CPT,SV,2023-08-22
EY155201,NAS,BFS,EY,2023-08-22
LX607896,STR,BKK,LX,2023-08-22
MH974885,BFS,SGN,MH,2023-08-22
WS676368,YYZ,ATH,WS,2023-08-22
KL229877,SYD,YYZ,KL,2023-08-22
KL708560,GVA,BKK,KL,2023-08-22
UL267791,CPT,PRG,UL,2023-08-22
AC255926,BSB,ICN,AC,2023-08-22
HX230260,SDQ,EZE,HX,2023-08-22
TP964264,HAV,AMS,TP,2023-08-23
BA300656,PUJ,LIS,BA,2023-08-23
QH230378,NBO,HAN,QH,2023-08-23
OS340365,DXB,WAW,OS,2023-08-23
KU851307,LIM,OSL,KU,2023-08-23
VB227439,BRU,ARN,VB,2023-08-23
OS506817,VIE,WAW,OS,2023-08-23
U2591761,BOD,SYD,U2,2023-08-23
U2719259,MEL,KEF,U2,2023-08-23
QH223600,YYZ,WAW,QH,2023-08-23
FJ165829,ATH,CHC,FJ,2023-08-23
GF456836,SYD,HKG,GF,2023-08-23
OS837395,MEX,NBO,OS,2023-08-23
EY048951,PTY,YYZ,EY,2023-08-23
QR296437,HKG,MNL,QR,2023-08-23
BA417829,AMS,LAX,BA,2023-08-23
MK563081,HEL,DXB,MK,2023-08-23
AT655407,NBO,MUC,AT,2023-08-23
J2767640,LHR,FRA,J2,2023-08-23
KE054960,LIM,CWL,KE,2023-08-23
NH293340,PEK,SAL,NH,2023-08-23
WB984746,PRG,BER,WB,2023-08-24
JL015787,LEJ,HAN,JL,2023-08-24
RO297669,HAN,SIN,RO,2023-08-24
WB285740,GVA,NAS,WB,2023-08-24
AC827175,AKL,BRU,AC,2023-08-24
B6927181,MXP,MRS,B6,2023-08-24
6E436045,CAI,MRS,6E,2023-08-24
CX464304,HND,SJO,CX,2023-08-24
NK783358,HAN,ZRH,NK,2023-08-24
SV746281,SCL,PUJ,SV,2023-08-24
OB864901,FRA,YYZ,OB,2023-08-24
PR312841,SDQ,HAV,PR,2023-08-24
BT273945,NCE,MUC,BT,2023-08-24
KE072167,AKL,FRA,KE,2023-08-24
OS315208,NCL,YYZ,OS,2023-08-24
VB584798,WAW,DUB,VB,2023-08-24
FJ398655,BOD,GIG,FJ,2023-08-24
AD948005,BSB,NTE,AD,2023-08-24
AY299791,BOG,CHC,AY,2023-08-24
A3524112,WAW,KIN,A3,2023-08-25
MS835270,DFW,ATH,MS,2023-08-25
DT193617,KEF,LHR,DT,2023-08-25
AS271266,SCL,BHX,AS,2023-08-25
VN961825,LIM,HAN,VN,2023-08-25
EW843483,MXP,BOM,EW,2023-08-25
SK795904,TLS,SDQ,SK,2023-08-25
SA518280,LAX,GRU,SA,2023-08-25
WN772868,BRS,DFW,WN,2023-08-25
MH604303,STR,ATL,MH,2023-08-25
KC175947,ATL,SAL,KC,2023-08-25
TS857362,MAD,NCE,TS,2023-08-25
MU885626,SCL,ICN,MU,2023-08-25
AV419654,SCL,KIN,AV,2023-08-25
NK049687,LIM,CDG,NK,2023-08-25
OS970860,CGK,IST,OS,2023-08-25
TR317293,HAM,FCO,TR,2023-08-25
CZ389833,WLG,LYS,CZ,2023-08-25
KQ500833,CAI,LHR,KQ,2023-08-25
CA886910,LIM,HAJ,CA,2023-08-25
U2220658,DFW,CDG,U2,2023-08-25
AV614331,BER,CDG,AV,2023-08-25
DL409020,HAN,SGN,DL,2023-08-25
JL839391,CDG,GIG,JL,2023-08-25
OB477882,DUS,MBJ,OB,2023-08-25
UK601347,YYZ,LIM,UK,2023-08-25
TG964213,MEX,OSL,TG,2023-08-25
EK847715,HAJ,NAS,EK,2023-08-26
CA405118,ARN,PRG,CA,2023-08-26
ME719534,SJO,SYD,ME,2023-08-26
KL423282,KEF,PUJ,KL,2023-08-26
SA577559,LIS,SYD,SA,2023-08-26
FI951675,BCN,MBJ,FI,2023-08-26
JU120812,SGN,EDI,JU,2023-08-26
QH180969,GUA,BOD,QH,2023-08-26
AC189743,PUJ,HAJ,AC,2023-08-26
HU171695,HAM,PRG,HU,2023-08-26
CZ003742,BSL,MUC,CZ,2023-08-26
MU846917,CHC,VIE,MU,2023-08-26
CX351404,DEL,YYZ,CX,2023-08-26
EK095339,KIN,NUE,EK,2023-08-26
BT837463,FCO,BUD,BT,2023-08-26
KL580234,DXB,JNB,KL,2023-08-26
DL859814,BSL,VIE,DL,2023-08-26
CZ123347,BOG,BOD,CZ,2023-08-26
EK334244,SCL,GIG,EK,2023-08-26
OB452926,MAD,MAN,OB,2023-08-26
QH898483,MBJ,ZRH,QH,2023-08-26
HU462508,AMS,BHX,HU,2023-08-26
AD313901,PRG,MAD,AD,2023-08-26
PR482174,WLG,FRA,PR,2023-08-26
CA740268,NTE,MAN,CA,2023-08-26
Y4579028,JNB,MEL,Y4,2023-08-26
OZ301713,DXB,MBJ,OZ,2023-08-26
FI681465,CGK,ICN,FI,2023-08-26
KC565425,SAL,SJO,KC,2023-08-27
Y4110642,NCE,ORD,Y4,2023-08-27
DL727596,SYD,PEK,DL,2023-08-27
EY885849,MNL,EDI,EY,2023-08-27
OS311834,LEJ,HAM,OS,2023-08-27
QF265524,HAN,YYZ,QF,2023-08-27
MK567448,ZRH,BOM,MK,2023-08-27
WN377072,CHC,STR,WN,2023-08-27
RO368847,EDI,CPH,RO,2023-08-27
TK582268,STR,ORD,TK,2023-08-27
BT139325,HND,EDI,BT,2023-08-27
OB574248,BER,GIG,OB,2023-08-27
Y4875439,CWL,MAD,Y4,2023-08-27
FR164641,AMS,DUS,FR,2023-08-27
AM010320,CGK,LBA,AM,2023-08-27
ET553636,MBJ,WLG,ET,2023-08-27
CX884873,MAD,HAV,CX,2023-08-27
OZ361285,HAV,AKL,OZ,2023-08-27
6E474185,LAX,SDQ,6E,2023-08-27
QF238463,PEK,MUC,QF,2023-08-27
6E988022,WAW,JNB,6E,2023-08-27
6E494288,NCL,YYZ,6E,2023-08-27
JU170246,NCL,PRG,JU,2023-08-27
JL713802,BRS,SIN,JL,2023-08-28
B6838486,MEL,IST,B6,2023-08-28
AD456295,BUD,SJO,AD,2023-08-28
JA088659,MXP,LPL,JA,2023-08-28
GA622195,ATL,LAX,GA,2023-08-28
PC353704,ATL,SDQ,PC,2023-08-28
UK107186,LEJ,AMS,UK,2023-08-28
VS471399,ATH,AKL,VS,2023-08-28
LX683708,BKK,CPT,LX,2023-08-28
F9717583,HAN,CHC,F9,2023-08-28
AA592393,SGN,HAJ,AA,2023-08-28
SG104798,NAS,MAD,SG,2023-08-28
A3980865,STR,BCN,A3,2023-08-28
AD470236,MEX,BOG,AD,2023-08-28
JT425065,BKK,ORD,JT,2023-08-28
QF491870,CGN,WAW,QF,2023-08-28
HU028566,VIE,LEJ,HU,2023-08-28
LO408328,BOD,AKL,LO,2023-08-29
Y4329164,HAM,NBO,Y4,2023-08-29
UA383219,LBA,WAW,UA,2023-08-29
JL062691,MAD,BER,JL,2023-08-29
SA773596,FRA,BRS,SA,2023-08-29
LH995124,MAN,GIG,LH,2023-08-29
KC163772,EZE,MAN,KC,2023-08-29
RO818390,SAL,FCO,RO,2023-08-29
UL638734,GIG,GVA,UL,2023-08-29
SA888530,SYD,BER,SA,2023-08-29
VS808342,CAI,GVA,VS,2023-08-29
AA132209,ZRH,CGN,AA,2023-08-29
CA343361,NBO,DUB,CA,2023-08-29
VS834007,JNB,CAI,VS,2023-08-29
AI033042,SJO,BKK,AI,2023-08-29
TP256286,NTE,BOG,TP,2023-08-29
MH104112,BOM,NUE,MH,2023-08-29
CA837220,TLS,CHC,CA,2023-08-29
CA596033,SCL,LIM,CA,2023-08-29
EK567908,CGN,ARN,EK,2023-08-29
VA331569,LYS,SAL,VA,2023-08-29
TG891443,PEK,CDG,TG,2023-08-29
SK158184,NBO,NCL,SK,2023-08-29
AM918435,GRU,BRS,AM,2023-08-29
QF940834,CWL,LHR,QF,2023-08-29
TS282687,MAD,BFS,TS,2023-08-29
AI906296,MAN,SYD,AI,2023-08-29
AS468178,CGN,MAD,AS,2023-08-29
B6519970,CDG,CPH,B6,2023-08-29
LX514029,KEF,BSL,LX,2023-08-29
KU912041,AKL,BSL,KU,2023-08-29
FR415661,MNL,DXB,FR,2023-08-29
MH825536,DEN,BOM,MH,2023-08-29
EK822256,DUS,DXB,EK,2023-08-29
EI280026,EZE,WAW,EI,2023-08-29
SA671068,EDI,CAI,SA,2023-08-29
A3219042,HAJ,NUE,A3,2023-08-29
JU431969,YYZ,EDI,JU,2023-08-29
DT503228,MBJ,AKL,DT,2023-08-30
SV508403,BUD,WAW,SV,2023-08-30
VB193489,ARN,FCO,VB,2023-08-30
TG202705,MUC,ATL,TG,2023-08-30
TK914389,CAI,MXP,TK,2023-08-30
UL048239,POS,HND,UL,2023-08-30
ME057185,CHC,CPT,ME,2023-08-30
QH960378,CWL,SJO,QH,2023-08-30
OB831472,AMS,BRU,OB,2023-08-30
OS251700,ATH,CPT,OS,2023-08-30
MH986337,FRA,CPT,MH,2023-08-30
ET825647,BKK,HAN,ET,2023-08-30
PR640906,FRA,CPH,PR,2023-08-30
OS834852,PUJ,GLA,OS,2023-08-30
NZ427773,LEJ,ZRH,NZ,2023-08-30
JU865633,SAL,AKL,JU,2023-08-30
A3322525,SJO,STR,A3,2023-08-30
CA846250,FRA,SAL,CA,2023-08-30
CZ215236,HAN,BRU,CZ,2023-08-31
6E496653,CGN,MUC,6E,2023-08-31
AI317352,LYS,NTE,AI,2023-08-31
U2363219,CPT,HKG,U2,2023-08-31
AR399839,PRG,SIN,AR,2023-08-31
AV963517,SAL,NUE,AV,2023-08-31
PR353710,LEJ,POS,PR,2023-08-31
AV833863,JNB,PUJ,AV,2023-08-31
G3307668,HAJ,MAN,G3,2023-08-31
AF749542,GUA,MNL,AF,2023-08-31
WY667635,CDG,DEN,WY,2023-08-31
SK749645,AKL,YYZ,SK,2023-08-31
PR694948,GUA,PTY,PR,2023-08-31
SV224307,ARN,IST,SV,2023-08-31
NZ985421,DFW,LEJ,NZ,2023-08-31
JL377255,GUA,AMS,JL,2023-08-31
QF431112,BUD,FRA,QF,2023-08-31
AA653554,WLG,PUJ,AA,2023-08-31
A3276438,CHC,CGK,A3,2023-08-31
BT886285,ATH,NBO,BT,2023-08-31
TU893670,NUE,LBA,TU,2023-08-31
LH543188,CAI,ORD,LH,2023-08-31
QR583816,MEL,MRS,QR,2023-08-31
VA847887,CGN,FCO,VA,2023-09-01
FJ450121,SIN,HEL,FJ,2023-09-01
MU054734,PUJ,MBJ,MU,2023-09-01
LO053918,GIG,NBO,LO,2023-09-01
QF997390,DFW,KIN,QF,2023-09-01
KM326331,ORD,BKK,KM,2023-09-01
FJ815078,BUD,BOM,FJ,2023-09-01
NH552020,ORD,BOM,NH,2023-09-01
WY763704,GIG,KEF,WY,2023-09-01
LX412461,MAN,ICN,LX,2023-09-01
VS399000,KEF,GUA,VS,2023-09-01
OB458634,FRA,HKG,OB,2023-09-01
JT292375,CAI,SDQ,JT,2023-09-01
RJ978460,LIM,BRS,RJ,2023-09-01
NZ716205,KIN,NBO,NZ,2023-09-01
AI184770,BFS,NTE,AI,2023-09-01
DL287475,DOH,NCE,DL,2023-09-01
CZ514157,SIN,NBO,CZ,2023-09-01
TU640331,OSL,PUJ,TU,2023-09-02
KL192879,FCO,WLG,KL,2023-09-02
EK496514,LHR,BRU,EK,2023-09-02
TS329016,DUB,BSB,TS,2023-09-02
TG819749,GLA,MEX,TG,2023-09-02
KQ655059,PRG,CGN,KQ,2023-09-02
OB242494,KIN,SIN,OB,2023-09-02
MH854061,AKL,LAX,MH,2023-09-02
RO202142,IST,NTE,RO,2023-09-02
A3136666,SIN,SGN,A3,2023-09-02
UA403732,NTE,SCL,UA,2023-09-02
OZ198665,HKG,CPH,OZ,2023-09-02
AH857463,BUD,GIG,AH,2023-09-02
JA035059,AMS,ARN,JA,2023-09-02
VS336860,HKG,OSL,VS,2023-09-02
KM126186,POS,MNL,KM,2023-09-02
U2799993,MEX,IST,U2,2023-09-02
AD721740,MXP,ATH,AD,2023-09-02
VN414631,FRA,MUC,VN,2023-09-02
G3430799,FCO,TLS,G3,2023-09-02
J2510785,DUB,AKL,J2,2023-09-02
RJ403346,HAV,TLS,RJ,2023-09-02
KL199985,LHR,DOH,KL,2023-09-02
VS782005,MNL,GIG,VS,2023-09-03
DL807804,POS,SDQ,DL,2023-09-03
HY623800,NCE,BRU,HY,2023-09-03
SG975395,NAS,CAI,SG,2023-09-03
KU366052,PTY,DEN,KU,2023-09-03
AS230300,NCL,WAW,AS,2023-09-03
HX236182,WLG,BFS,HX,2023-09-03
VB799502,BCN,SYD,VB,2023-09-03
SA958407,FCO,TLS,SA,2023-09-03
TU383666,DUB,HAM,TU,2023-09-03
J2539925,HAN,MNL,J2,2023-09-03
PR148631,HKG,BSB,PR,2023-09-03
DL815453,SAL,MEX,DL,2023-09-03
VB156720,NCE,BRS,VB,2023-09-03
AM834785,GUA,HAJ,AM,2023-09-03
6E844164,FRA,ARN,6E,2023-09-03
MK539958,NAS,GLA,MK,2023-09-03
CA082367,MUC,HAM,CA,2023-09-04
H2429418,NCL,CAI,H2,2023-09-04
CA688295,BSL,MXP,CA,2023-09-04
SQ209507,MEL,LIS,SQ,2023-09-04
CX327161,DXB,MEX,CX,2023-09-04
DL434086,BCN,SGN,DL,2023-09-04
SV188732,CGN,AKL,SV,2023-09-04
JU997801,NCE,KEF,JU,2023-09-04
TU146574,BOM,LEJ,TU,2023-09-04
LH892719,MBJ,EDI,LH,2023-09-04
AA078556,MEL,CPH,AA,2023-09-04
SA238968,BER,NTE,SA,2023-09-04
AF212992,PTY,LAX,AF,2023-09-04
SK638405,SJO,PEK,SK,2023-09-04
A3074148,LEJ,MAD,A3,2023-09-04
HU315386,BKK,NAS,HU,2023-09-04
HY391130,GRU,BFS,HY,2023-09-04
OS061980,HAV,YYZ,OS,2023-09-04
LA168282,MAN,MNL,LA,2023-09-04
EW783503,DOH,SCL,EW,2023-09-04
OB488976,DFW,BER,OB,2023-09-04
LX702092,ORD,SCL,LX,2023-09-05
Y4077189,DUS,BER,Y4,2023-09-05
FZ209205,GLA,SGN,FZ,2023-09-05
A3080351,BFS,MRS,A3,2023-09-05
TR829697,FRA,EDI,TR,2023-09-05
MS098410,LIS,GRU,MS,2023-09-05
KM245914,CWL,SYD,KM,2023-09-05
TR451822,CPH,DFW,TR,2023-09-05
OZ922577,KIN,PUJ,OZ,2023-09-05
KC264851,WLG,ATL,KC,2023-09-05
RJ774701,ORD,NCL,RJ,2023-09-05
OS660792,AMS,MAD,OS,2023-09-05
UL228447,STR,DUS,UL,2023-09-05
HY081589,HAN,LIM,HY,2023-09-05
KC987492,HAM,GIG,KC,2023-09-05
LX474823,IST,SYD,LX,2023-09-05
EY259753,ARN,DUS,EY,2023-09-05
JU054353,GRU,GIG,JU,2023-09-05
OZ263173,SJO,BRU,OZ,2023-09-05
G3677841,OSL,BKK,G3,2023-09-05
KE328591,LYS,HAN,KE,2023-09-05
CX521387,BOM,HAN,CX,2023-09-05
SA017573,LPL,BER,SA,2023-09-05
AI301209,EZE,PTY,AI,2023-09-06
HX533492,ARN,LHR,HX,2023-09-06
FZ702568,BHX,GLA,FZ,2023-09-06
VA844983,NTE,HAJ,VA,2023-09-06
NH701287,TLS,BRU,NH,2023-09-06
WN111503,HAN,CGN,WN,2023-09-06
JL301613,BOD,WAW,JL,2023-09-06
VY395430,BOM,GVA,VY,2023-09-06
AV645482,OSL,TLS,AV,2023-09-06
AT644799,MRS,NCE,AT,2023-09-06
TU068006,PRG,CWL,TU,2023-09-06
QF755232,CHC,OSL,QF,2023-09-06
OZ043762,LPL,HAM,OZ,2023-09-06
U2878792,LIM,MNL,U2,2023-09-06
LA669174,BCN,DOH,LA,2023-09-06
JL041788,JNB,LBA,JL,2023-09-06
BT476050,JNB,NCL,BT,2023-09-06
H2443041,MEX,ARN,H2,2023-09-06
TK137178,GLA,FRA,TK,2023-09-06
F9748549,BOG,NBO,F9,2023-09-06
WN363409,GLA,MRS,WN,2023-09-07
NH935908,WAW,PRG,NH,2023-09-07
GA319773,MAD,SJO,GA,2023-09-07
MU913475,BOG,FRA,MU,2023-09-07
TP629824,LYS,BOG,TP,2023-09-07
GF253208,CGK,GVA,GF,2023-09-07
OS630403,BCN,LPL,OS,2023-09-07
NK801506,LBA,GIG,NK,2023-09-07
MS050595,GRU,CWL,MS,2023-09-07
KL428550,BUD,MUC,KL,2023-09-07
UL207748,GVA,DEN,UL,2023-09-07
VB112651,HAN,KIN,VB,2023-09-07
WY913950,BCN,HKG,WY,2023-09-07
ME983422,GRU,AMS,ME,2023-09-07
WN592537,LHR,NAS,WN,2023-09-07
SV946260,MRS,MAN,SV,2023-09-07
TG230892,ICN,PTY,TG,2023-09-07
HX787729,BUD,SAL,HX,2023-09-07
AI424653,HAJ,POS,AI,2023-09-07
VA682885,LAX,LHR,VA,2023-09-07
B6048291,GLA,DFW,B6,2023-09-07
CA675859,AKL,MAD,CA,2023-09-07
MS842685,DFW,GUA,MS,2023-09-07
J2052104,ICN,LEJ,J2,2023-09-07
VY730791,KIN,BCN,VY,2023-09-07
TK665211,BKK,LBA,TK,2023-09-07
UL520365,MEX,ORD,UL,2023-09-07
BT898234,NTE,AMS,BT,2023-09-08
JU046734,NCE,MNL,JU,2023-09-08
CX733542,MAN,MRS,CX,2023-09-08
MK377655,NBO,LBA,MK,2023-09-08
AV980746,YYZ,MEL,AV,2023-09-08
WS264688,DXB,HAM,WS,2023-09-08
GA698141,DOH,CGN,GA,2023-09-08
FI290979,TLS,LHR,FI,2023-09-08
MU647762,AMS,CPH,MU,2023-09-08
H2294195,LIS,SCL,H2,2023-09-08
DL215584,DUB,LHR,DL,2023-09-08
GA052783,BSB,NBO,GA,2023-09-08
UA364917,IST,CWL,UA,2023-09-08
AT458021,BOG,CHC,AT,2023-09-08
QF723289,BRU,TLS,QF,2023-09-08
VA610791,DFW,HAN,VA,2023-09-08
ET673538,MEL,LHR,ET,2023-09-08
MU612805,NBO,FRA,MU,2023-09-08
EY403563,NUE,GUA,EY,2023-09-08
QR905863,GVA,BUD,QR,2023-09-08
LX068291,ICN,PTY,LX,2023-09-09
JA088340,POS,WLG,JA,2023-09-09
KQ350106,NTE,STR,KQ,2023-09-09
TS486195,SYD,SGN,TS,2023-09-09
EY165230,GUA,DUB,EY,2023-09-09
SK144833,LBA,ICN,SK,2023-09-09
HY064754,HEL,MEX,HY,2023-09-09
QR948604,GLA,GIG,QR,2023-09-09
HX552908,ATL,MAN,HX,2023-09-09
DT816061,WAW,WLG,DT,2023-09-09
AA049718,NCL,SAL,AA,2023-09-09
QH816850,MEX,GUA,QH,2023-09-09
OZ945394,KIN,OSL,OZ,2023-09-09
VB195994,BSB,SDQ,VB,2023-09-09
DT277761,AKL,BRS,DT,2023-09-09
KM038694,BOD,DUB,KM,2023-09-09
SG893588,HAN,NAS,SG,2023-09-09
LH938152,DEN,MEL,LH,2023-09-09
QH845573,BOM,STR,QH,2023-09-09
6E171831,DFW,IST,6E,2023-09-09
SA522386,BOM,LIS,SA,2023-09-09
KM946786,MRS,SYD,KM,2023-09-09
HY660043,MUC,SJO,HY,2023-09-10
WN377162,HKG,JNB,WN,2023-09-10
MS077222,MEX,CAI,MS,2023-09-10
AA376701,HEL,SCL,AA,2023-09-10
QH501624,SDQ,ORD,QH,2023-09-10
PC763563,MAD,FCO,PC,2023-09-10
FI044780,HKG,PRG,FI,2023-09-10
NZ593159,DEL,LYS,NZ,2023-09-10
H2789979,DFW,YYZ,H2,2023-09-10
EI003362,GLA,TLS,EI,2023-09-10
AS065975,SJO,GIG,AS,2023-09-10
PC529744,AKL,BOM,PC,2023-09-10
JT363305,HAM,CPT,JT,2023-09-10
TP347592,CPT,STR,TP,2023-09-10
SV762027,AMS,BKK,SV,2023-09-10
KL184819,FRA,MRS,KL,2023-09-10
GF341513,CPT,IST,GF,2023-09-10
KM555836,LIS,CHC,KM,2023-09-10
